time,open,high,low,close,volume
2026-01-01T00:00:00,2300.0,2300.74,2297.09,2298.62,1034
2026-01-01T01:00:00,2300.75,2300.87,2300.46,2300.77,729
2026-01-01T02:00:00,2300.54,2301.06,2299.91,2300.3,779
2026-01-01T03:00:00,2301.51,2301.95,2298.68,2300.68,1973
2026-01-01T04:00:00,2303.79,2304.67,2303.07,2304.48,1954
2026-01-01T05:00:00,2303.44,2303.9,2302.86,2303.68,1502
2026-01-01T06:00:00,2303.09,2303.17,2301.96,2302.56,1357
2026-01-01T07:00:00,2305.46,2307.0,2305.01,2306.39,1138
2026-01-01T08:00:00,2306.61,2307.91,2305.57,2305.61,672
2026-01-01T09:00:00,2305.91,2306.55,2303.47,2304.38,1221
2026-01-01T10:00:00,2306.72,2307.51,2306.68,2306.99,1004
2026-01-01T11:00:00,2306.03,2306.63,2304.54,2305.42,1393
2026-01-01T12:00:00,2305.33,2308.08,2304.69,2306.1,1023
2026-01-01T13:00:00,2305.69,2305.93,2305.3,2305.86,1762
2026-01-01T14:00:00,2302.82,2304.67,2302.49,2304.4,802
2026-01-01T15:00:00,2300.23,2300.49,2299.48,2299.91,1284
2026-01-01T16:00:00,2299.39,2301.12,2299.13,2300.42,1088
2026-01-01T17:00:00,2297.87,2298.91,2297.08,2297.62,952
2026-01-01T18:00:00,2298.34,2298.36,2294.77,2296.11,848
2026-01-01T19:00:00,2296.98,2297.64,2296.03,2296.74,1436
2026-01-01T20:00:00,2294.86,2296.14,2293.95,2294.96,708
2026-01-01T21:00:00,2297.06,2298.57,2296.29,2297.57,1682
2026-01-01T22:00:00,2296.72,2297.17,2296.04,2296.8,872
2026-01-01T23:00:00,2296.82,2298.65,2296.54,2298.33,1731
2026-01-02T00:00:00,2294.69,2295.73,2293.9,2295.51,1695
2026-01-02T01:00:00,2293.87,2294.31,2292.67,2293.44,1461
2026-01-02T02:00:00,2294.03,2295.34,2292.53,2295.01,877
2026-01-02T03:00:00,2292.31,2292.72,2291.11,2291.25,1101
2026-01-02T04:00:00,2292.87,2294.23,2292.83,2293.71,730
2026-01-02T05:00:00,2291.97,2294.27,2291.81,2292.15,1808
2026-01-02T06:00:00,2291.53,2291.67,2290.95,2291.58,1544
2026-01-02T07:00:00,2290.63,2291.2,2290.43,2290.85,1410
2026-01-02T08:00:00,2293.41,2294.68,2291.86,2292.27,1901
2026-01-02T09:00:00,2293.39,2294.01,2291.27,2293.3,1098
2026-01-02T10:00:00,2291.8,2292.45,2291.46,2292.33,1704
2026-01-02T11:00:00,2293.04,2295.75,2292.85,2293.89,1020
2026-01-02T12:00:00,2291.2,2292.1,2289.87,2291.83,836
2026-01-02T13:00:00,2291.52,2291.64,2290.39,2290.39,1128
2026-01-02T14:00:00,2288.58,2288.76,2286.7,2287.26,1370
2026-01-02T15:00:00,2286.59,2287.0,2284.93,2285.57,1995
2026-01-02T16:00:00,2286.88,2288.94,2286.67,2286.72,600
2026-01-02T17:00:00,2287.99,2288.53,2287.12,2287.21,786
2026-01-02T18:00:00,2288.25,2288.43,2287.81,2288.4,1347
2026-01-02T19:00:00,2288.07,2291.59,2286.41,2289.46,1339
2026-01-02T20:00:00,2287.62,2287.9,2286.08,2286.38,1792
2026-01-02T21:00:00,2285.4,2285.83,2284.59,2285.25,1113
2026-01-02T22:00:00,2284.32,2285.07,2281.98,2283.0,540
2026-01-02T23:00:00,2283.63,2284.22,2282.85,2282.93,767
2026-01-03T00:00:00,2285.22,2286.2,2284.52,2285.09,649
2026-01-03T01:00:00,2285.73,2287.3,2285.55,2286.55,1095
2026-01-03T02:00:00,2283.09,2284.21,2282.6,2283.34,939
2026-01-03T03:00:00,2283.58,2284.99,2280.91,2281.91,1069
2026-01-03T04:00:00,2283.0,2284.24,2281.7,2282.18,1436
2026-01-03T05:00:00,2281.98,2284.97,2280.58,2283.23,1922
2026-01-03T06:00:00,2282.9,2283.34,2282.04,2282.36,1802
2026-01-03T07:00:00,2284.45,2285.44,2284.18,2285.42,533
2026-01-03T08:00:00,2285.84,2287.44,2284.48,2287.19,1450
2026-01-03T09:00:00,2284.58,2284.92,2282.93,2283.96,908
2026-01-03T10:00:00,2284.12,2284.38,2283.34,2284.22,911
2026-01-03T11:00:00,2284.62,2287.2,2284.24,2286.62,516
